,text,label
12344,i will feel as though i am accepted by as well as comfortable being around both sides of my family,love
12345,i watched him run by i couldnt help but feel envious,anger
12346,i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger
12347,im sure they feel the more caring loving people in the kids lives the better,love
12348,i was feeling melty and miserable enough myself so i can only imagine what he must have been going through,sadness
12349,i am energetically pursuing my goals or i feel agitated and unable to sit still,anger
12350,i set up a consultation with a therapist last week and i went to see him today i spoke to him about my general feelings towards things and in the end he reassured me that i did not have atlephobia but instead i had social anxiety which is apparently really common,joy
12351,im feeling a little stressed out about it but i cant do much right now because im waiting for a couple of tax returns in the mail and a letter from jasons employer which is taking quite some time,anger
12352,ive discontinued this once seemingly integral method of self preservation feeling assured that i am the only theif in philadelphia,joy
12353,i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear
12354,i can t speak for anyone else but these activities have also helped me go from simply being okay with certain coworkers to feeling friendly towards them,joy
12355,i feel freaked like im not safe anywhere i run,joy
12356,i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by,fear
12357,i feel this urge to update because i resigned from my hour job making coffee for people a day by myself,sadness
12358,im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home,sadness
12359,i have to go straight out after work and need to feel instantly glamorous i will usually wear a pair of our nw skinnies with a pair of high high shoes,joy
12360,i feel was smart as it avoided making the pages too cumbersome and additionally avoided the clumsiness of trying to introduce all the characters at once,joy
12361,i wind up feeling like the butt end of some divine comedy and somewhere in the universe the muses are all having a good laugh at my expense,joy
12362,i was feeling like death was knocking on my door in the living room and i would have gladly welcomed an epidural at this point,joy
12363,i loved the idea of recording a large chunk of your life for others to see in the future plus i adore the victorian style of it i feel it looks rather elegant and will also have an air of mystery about it when in like years time my niece nephew may read it and be all woah this is ancient,joy
12364,i cant begin to imagine how it must feel to be an intelligent wonderful person that is limited in some way because of a phyica disability,joy
