,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
14408,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14409,love,0,0,0,0,0,0,not found
14410,fear,0.217,0.217,0.234,0.217,0.217,0.217,sadness
14411,anger,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14412,joy,0.264,0.264,0.283,0.264,0.264,0.264,sadness
14413,sadness,0.274,0.274,0.296,0.274,0.274,0.274,sadness
14414,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14415,love,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14416,joy,0.153,0.153,0.164,0.153,0.153,0.153,sadness
14417,fear,0.464,0.464,0.448,0.417,0.464,0.464,anger
14418,sadness,0.256,0.256,0.273,0.256,0.256,0.256,sadness
14419,joy,0.251,0.251,0.269,0.251,0.251,0.251,sadness
14420,sadness,0,0,0,0,0,0,not found
14421,joy,0.386,0.386,0.415,0.386,0.386,0.386,sadness
14422,joy,0.213,0.213,0.229,0.213,0.213,0.213,sadness
14423,joy,0.243,0.243,0.258,0.243,0.243,0.243,sadness
14424,joy,0.2,0.2,0.211,0.2,0.2,0.2,sadness
14425,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14426,joy,0.643,0.643,0.692,0.643,0.643,0.643,sadness
14427,joy,0.418,0.418,0.453,0.418,0.418,0.418,sadness
14428,love,0.365,0.365,0.389,0.365,0.365,0.365,sadness
14429,sadness,0.332,0.332,0.36,0.332,0.332,0.332,sadness
14430,anger,0.502,0.55,0.492,0.455,0.502,0.502,love
14431,joy,0.337,0.337,0.362,0.337,0.337,0.337,sadness
14432,sadness,0.479,0.479,0.516,0.479,0.479,0.479,sadness
14433,joy,0.276,0.276,0.297,0.276,0.276,0.276,sadness
14434,love,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14435,sadness,0.367,0.367,0.394,0.367,0.367,0.367,sadness
14436,joy,0.401,0.401,0.434,0.401,0.401,0.401,sadness
14437,sadness,0.384,0.384,0.414,0.384,0.384,0.384,sadness
14438,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14439,sadness,0.275,0.275,0.298,0.275,0.275,0.275,sadness
14440,anger,0.344,0.344,0.369,0.344,0.344,0.344,sadness
14441,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14442,surprise,0.56,0.56,0.608,0.56,0.56,0.56,sadness
14443,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14444,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14445,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14446,sadness,0.566,0.566,0.614,0.566,0.566,0.566,sadness
14447,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14448,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14449,sadness,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14450,love,0,0,0,0,0,0,not found
14451,joy,0.226,0.226,0.243,0.226,0.226,0.226,sadness
14452,sadness,0.287,0.287,0.306,0.287,0.287,0.287,sadness
14453,sadness,0.167,0.167,0.182,0.167,0.167,0.167,sadness
14454,joy,0.181,0.181,0.192,0.181,0.181,0.181,sadness
14455,anger,0.307,0.307,0.333,0.307,0.307,0.307,sadness
14456,surprise,0.347,0.347,0.369,0.347,0.347,0.347,sadness
14457,anger,0.205,0.205,0.221,0.205,0.205,0.205,sadness
14458,sadness,0.128,0.128,0.136,0.128,0.128,0.128,sadness
14459,love,0.194,0.194,0.208,0.194,0.194,0.194,sadness
14460,love,0.394,0.394,0.426,0.394,0.394,0.394,sadness
14461,love,0.334,0.334,0.361,0.334,0.334,0.334,sadness
14462,love,0.395,0.395,0.427,0.395,0.395,0.395,sadness
14463,fear,0.274,0.274,0.294,0.274,0.274,0.274,sadness
14464,love,0.154,0.154,0.167,0.154,0.154,0.154,sadness
14465,joy,0.301,0.301,0.325,0.301,0.301,0.301,sadness
14466,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14467,surprise,0.182,0.182,0.197,0.182,0.182,0.182,sadness
14468,sadness,0.279,0.279,0.304,0.279,0.279,0.279,sadness
14469,sadness,0.372,0.372,0.361,0.334,0.372,0.372,anger
14470,joy,0.274,0.274,0.294,0.274,0.274,0.274,sadness
14471,sadness,0.192,0.192,0.207,0.192,0.192,0.192,sadness
14472,fear,0.3,0.3,0.325,0.3,0.3,0.3,sadness
14473,joy,0.241,0.241,0.256,0.241,0.241,0.241,sadness
14474,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14475,sadness,0,0,0,0,0,0,not found
14476,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
14477,joy,0.287,0.287,0.31,0.287,0.287,0.287,sadness
14478,anger,0.289,0.289,0.312,0.289,0.289,0.289,sadness
14479,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14480,joy,0,0,0,0,0,0,not found
14481,joy,0.243,0.243,0.258,0.243,0.243,0.243,sadness
14482,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14483,fear,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14484,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14485,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14486,joy,0.383,0.383,0.415,0.383,0.383,0.383,sadness
14487,joy,0.307,0.307,0.333,0.307,0.307,0.307,sadness
14488,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14489,fear,0.184,0.184,0.196,0.184,0.184,0.184,sadness
14490,sadness,0.261,0.261,0.281,0.261,0.261,0.261,sadness
14491,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14492,sadness,0.118,0.118,0.125,0.118,0.118,0.118,sadness
14493,joy,0.21,0.21,0.228,0.21,0.21,0.21,sadness
14494,anger,0.195,0.195,0.212,0.195,0.195,0.195,sadness
14495,love,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14496,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14497,anger,0.213,0.213,0.228,0.213,0.213,0.213,sadness
14498,joy,0.388,0.388,0.419,0.388,0.388,0.388,sadness
14499,sadness,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14500,love,0.167,0.167,0.179,0.167,0.167,0.167,sadness
14501,joy,0.56,0.56,0.608,0.56,0.56,0.56,sadness
14502,sadness,0.379,0.379,0.41,0.379,0.379,0.379,sadness
14503,love,0.336,0.336,0.367,0.336,0.336,0.336,sadness
14504,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14505,love,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14506,fear,0.398,0.398,0.388,0.362,0.398,0.398,anger
14507,anger,0.511,0.511,0.551,0.511,0.511,0.511,sadness
14508,sadness,0.327,0.327,0.35,0.327,0.327,0.327,sadness
14509,sadness,0.445,0.445,0.43,0.401,0.445,0.445,anger
14510,sadness,0.206,0.206,0.22,0.206,0.206,0.206,sadness
14511,sadness,0.554,0.554,0.518,0.482,0.554,0.554,anger
14512,sadness,0.336,0.336,0.363,0.336,0.336,0.336,sadness
14513,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14514,sadness,0.218,0.218,0.233,0.218,0.218,0.218,sadness
14515,anger,0.23,0.23,0.247,0.23,0.23,0.23,sadness
14516,sadness,0.411,0.411,0.441,0.411,0.411,0.411,sadness
14517,joy,0.333,0.333,0.364,0.333,0.333,0.333,sadness
14518,joy,0.246,0.246,0.264,0.246,0.246,0.246,sadness
14519,sadness,0.385,0.385,0.417,0.385,0.385,0.385,sadness
14520,sadness,0,0,0,0,0,0,not found
14521,fear,0.253,0.253,0.272,0.253,0.253,0.253,sadness
14522,fear,0,0,0,0,0,0,not found
14523,joy,0.373,0.373,0.371,0.346,0.399,0.373,joy
14524,joy,0.238,0.238,0.256,0.238,0.238,0.238,sadness
14525,anger,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14526,joy,0,0,0,0,0,0,not found
14527,love,0.191,0.191,0.206,0.191,0.191,0.191,sadness
14528,joy,0.488,0.488,0.531,0.488,0.488,0.488,sadness
14529,joy,0.251,0.251,0.272,0.251,0.251,0.251,sadness
14530,sadness,0.41,0.41,0.444,0.41,0.41,0.41,sadness
14531,sadness,0,0,0,0,0,0,not found
14532,joy,0.268,0.268,0.288,0.268,0.268,0.268,sadness
14533,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14534,anger,0.298,0.298,0.323,0.298,0.298,0.298,sadness
14535,sadness,0.274,0.274,0.294,0.274,0.274,0.274,sadness
14536,sadness,0.318,0.318,0.344,0.318,0.318,0.318,sadness
14537,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14538,sadness,0.192,0.192,0.205,0.192,0.192,0.192,sadness
14539,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14540,fear,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14541,sadness,0.253,0.253,0.274,0.253,0.253,0.253,sadness
14542,joy,0.5,0.5,0.545,0.5,0.5,0.5,sadness
14543,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14544,sadness,0.617,0.617,0.669,0.617,0.617,0.617,sadness
14545,fear,0.375,0.375,0.406,0.375,0.375,0.375,sadness
14546,sadness,0.31,0.31,0.331,0.31,0.31,0.31,sadness
14547,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14548,sadness,0.243,0.243,0.258,0.243,0.243,0.243,sadness
14549,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14550,sadness,0.359,0.359,0.389,0.359,0.359,0.359,sadness
14551,sadness,0.538,0.538,0.583,0.538,0.538,0.538,sadness
14552,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14553,fear,0.538,0.538,0.586,0.538,0.538,0.538,sadness
14554,fear,0.641,0.641,0.697,0.641,0.641,0.641,sadness
14555,anger,0.331,0.331,0.358,0.331,0.331,0.331,sadness
14556,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14557,fear,0.223,0.223,0.239,0.223,0.223,0.223,sadness
14558,joy,0.385,0.385,0.421,0.385,0.385,0.385,sadness
14559,anger,0.382,0.382,0.414,0.382,0.382,0.382,sadness
14560,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14561,anger,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14562,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14563,anger,0.571,0.571,0.621,0.571,0.571,0.571,sadness
14564,sadness,0.428,0.428,0.465,0.428,0.428,0.428,sadness
14565,joy,0.331,0.331,0.359,0.331,0.331,0.331,sadness
14566,love,0.394,0.394,0.425,0.394,0.394,0.394,sadness
14567,joy,0,0,0,0,0,0,not found
14568,joy,0.284,0.284,0.305,0.284,0.284,0.284,sadness
14569,sadness,0.411,0.411,0.445,0.411,0.411,0.411,sadness
14570,sadness,0.714,0.714,0.769,0.714,0.714,0.714,sadness
14571,joy,0.237,0.237,0.254,0.237,0.237,0.237,sadness
14572,sadness,0.174,0.174,0.186,0.174,0.174,0.174,sadness
14573,sadness,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14574,anger,0.571,0.571,0.621,0.571,0.571,0.571,sadness
14575,sadness,0.225,0.225,0.244,0.225,0.225,0.225,sadness
14576,sadness,0,0,0,0,0,0,not found
14577,anger,0,0,0,0,0,0,not found
14578,anger,0.154,0.154,0.167,0.154,0.154,0.154,sadness
14579,joy,0.333,0.333,0.364,0.333,0.333,0.333,sadness
14580,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14581,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14582,fear,0.534,0.534,0.58,0.534,0.534,0.534,sadness
14583,anger,0.423,0.423,0.45,0.423,0.423,0.423,sadness
14584,fear,0.332,0.332,0.359,0.332,0.332,0.332,sadness
14585,sadness,0.285,0.285,0.31,0.285,0.285,0.285,sadness
14586,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14587,joy,0.443,0.491,0.424,0.396,0.443,0.443,love
14588,sadness,0.425,0.425,0.461,0.425,0.425,0.425,sadness
14589,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14590,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14591,sadness,0.244,0.244,0.263,0.244,0.244,0.244,sadness
14592,joy,0.382,0.382,0.413,0.382,0.382,0.382,sadness
14593,surprise,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14594,sadness,0.419,0.419,0.452,0.419,0.419,0.419,sadness
14595,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14596,fear,0.571,0.571,0.615,0.571,0.571,0.571,sadness
14597,surprise,0.26,0.26,0.278,0.26,0.26,0.26,sadness
14598,sadness,0.254,0.254,0.275,0.254,0.254,0.254,sadness
14599,joy,0.29,0.29,0.313,0.29,0.29,0.29,sadness
14600,sadness,0.211,0.211,0.226,0.211,0.211,0.211,sadness
14601,sadness,0,0,0,0,0,0,not found
14602,joy,0.335,0.335,0.363,0.335,0.335,0.335,sadness
14603,joy,0.298,0.298,0.318,0.298,0.298,0.298,sadness
14604,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14605,fear,0.376,0.376,0.405,0.376,0.376,0.376,sadness
14606,fear,0.256,0.256,0.277,0.256,0.256,0.256,sadness
14607,fear,0.288,0.288,0.31,0.288,0.288,0.288,sadness
14608,fear,0.321,0.321,0.345,0.321,0.321,0.321,sadness
14609,love,0.294,0.294,0.316,0.294,0.294,0.294,sadness
14610,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14611,surprise,0,0,0,0,0,0,not found
14612,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14613,joy,0.251,0.251,0.271,0.251,0.251,0.251,sadness
14614,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14615,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14616,sadness,0.332,0.332,0.362,0.332,0.332,0.332,sadness
14617,sadness,0,0,0,0,0,0,not found
14618,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14619,sadness,0.255,0.255,0.27,0.255,0.255,0.255,sadness
14620,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14621,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14622,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14623,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14624,sadness,0.256,0.256,0.276,0.256,0.256,0.256,sadness
14625,joy,0.222,0.222,0.238,0.222,0.222,0.222,sadness
14626,sadness,0.188,0.188,0.2,0.188,0.188,0.188,sadness
14627,sadness,0.186,0.186,0.2,0.186,0.186,0.186,sadness
14628,joy,0,0,0,0,0,0,not found
14629,joy,0.222,0.222,0.235,0.222,0.222,0.222,sadness
14630,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14631,joy,0.479,0.479,0.521,0.479,0.479,0.479,sadness
14632,joy,0.321,0.321,0.345,0.321,0.321,0.321,sadness
14633,joy,0,0,0,0,0,0,not found
14634,fear,0.234,0.234,0.251,0.234,0.234,0.234,sadness
14635,sadness,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14636,joy,0.157,0.157,0.167,0.157,0.157,0.157,sadness
14637,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
14638,love,0.262,0.262,0.28,0.262,0.262,0.262,sadness
14639,joy,0.301,0.301,0.324,0.301,0.301,0.301,sadness
14640,anger,0.369,0.369,0.402,0.369,0.369,0.369,sadness
14641,joy,0.376,0.376,0.411,0.376,0.376,0.376,sadness
14642,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14643,anger,0.246,0.246,0.265,0.246,0.246,0.246,sadness
14644,sadness,0.275,0.275,0.295,0.275,0.275,0.275,sadness
14645,joy,0.393,0.393,0.43,0.393,0.393,0.393,sadness
14646,joy,0.249,0.249,0.269,0.249,0.249,0.249,sadness
14647,anger,0.248,0.248,0.266,0.248,0.248,0.248,sadness
14648,sadness,0.268,0.268,0.289,0.268,0.268,0.268,sadness
14649,anger,0,0,0,0,0,0,not found
14650,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14651,surprise,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14652,sadness,0.482,0.482,0.595,0.482,0.482,0.482,sadness
14653,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14654,sadness,0.458,0.458,0.49,0.458,0.458,0.458,sadness
14655,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14656,anger,0.234,0.234,0.251,0.234,0.234,0.234,sadness
14657,joy,0.439,0.439,0.422,0.394,0.439,0.439,anger
14658,fear,0.22,0.22,0.238,0.22,0.22,0.22,sadness
14659,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14660,anger,0.326,0.326,0.351,0.326,0.326,0.326,sadness
14661,anger,0,0,0,0,0,0,not found
14662,sadness,0.303,0.303,0.328,0.303,0.303,0.303,sadness
14663,sadness,0.211,0.211,0.225,0.211,0.211,0.211,sadness
14664,joy,0.336,0.336,0.361,0.336,0.336,0.336,sadness
14665,sadness,0.625,0.625,0.667,0.625,0.625,0.625,sadness
14666,joy,0.205,0.205,0.22,0.205,0.205,0.205,sadness
14667,joy,0.455,0.455,0.49,0.455,0.455,0.455,sadness
14668,fear,0.227,0.227,0.243,0.227,0.227,0.227,sadness
14669,joy,0.23,0.23,0.248,0.23,0.23,0.23,sadness
14670,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14671,sadness,0.231,0.231,0.249,0.231,0.231,0.231,sadness
14672,sadness,0.214,0.214,0.229,0.214,0.214,0.214,sadness
14673,anger,0.144,0.144,0.155,0.144,0.144,0.144,sadness
14674,fear,0.193,0.193,0.206,0.193,0.193,0.193,sadness
14675,anger,0.252,0.252,0.272,0.252,0.252,0.252,sadness
14676,sadness,0.181,0.181,0.192,0.181,0.181,0.181,sadness
14677,joy,0.204,0.204,0.219,0.204,0.204,0.204,sadness
14678,love,0.371,0.371,0.402,0.371,0.371,0.371,sadness
14679,anger,0.223,0.223,0.239,0.223,0.223,0.223,sadness
14680,joy,0.845,0.845,0.839,0.774,0.845,0.845,anger
14681,sadness,0.677,0.677,0.623,0.578,0.677,0.677,anger
14682,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14683,joy,0.275,0.275,0.295,0.275,0.275,0.275,sadness
14684,surprise,0,0,0,0,0,0,not found
14685,fear,0,0,0,0,0,0,not found
14686,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14687,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14688,sadness,0.501,0.525,0.517,0.478,0.501,0.501,love
14689,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14690,sadness,0.339,0.339,0.364,0.339,0.339,0.339,sadness
14691,joy,0.181,0.181,0.192,0.181,0.181,0.181,sadness
14692,joy,0.412,0.412,0.446,0.412,0.412,0.412,sadness
14693,love,0.17,0.17,0.181,0.17,0.17,0.17,sadness
14694,joy,0.256,0.256,0.274,0.256,0.256,0.256,sadness
14695,sadness,0.27,0.27,0.289,0.27,0.27,0.27,sadness
14696,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14697,surprise,0.178,0.178,0.189,0.178,0.178,0.178,sadness
14698,anger,0.252,0.252,0.272,0.252,0.252,0.252,sadness
14699,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14700,anger,0.429,0.429,0.462,0.429,0.429,0.429,sadness
14701,sadness,0.179,0.179,0.192,0.179,0.179,0.179,sadness
14702,sadness,0.641,0.641,0.69,0.641,0.641,0.641,sadness
14703,sadness,0.192,0.192,0.205,0.192,0.192,0.192,sadness
14704,anger,0.208,0.208,0.222,0.208,0.208,0.208,sadness
14705,sadness,0.494,0.494,0.538,0.494,0.494,0.494,sadness
14706,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14707,joy,0.292,0.292,0.312,0.292,0.292,0.292,sadness
14708,surprise,0.275,0.275,0.298,0.275,0.275,0.275,sadness
14709,sadness,0.317,0.317,0.343,0.317,0.317,0.317,sadness
14710,anger,0.272,0.272,0.292,0.272,0.272,0.272,sadness
14711,surprise,0.637,0.637,0.692,0.637,0.637,0.637,sadness
14712,joy,0.307,0.307,0.33,0.307,0.307,0.307,sadness
14713,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14714,joy,0.333,0.333,0.364,0.333,0.333,0.333,sadness
14715,love,0.299,0.299,0.324,0.299,0.299,0.299,sadness
14716,sadness,0.216,0.216,0.233,0.216,0.216,0.216,sadness
14717,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14718,sadness,0,0,0,0,0,0,not found
14719,sadness,0.232,0.232,0.249,0.232,0.232,0.232,sadness
14720,joy,0.433,0.433,0.468,0.433,0.433,0.433,sadness
14721,sadness,0.29,0.29,0.313,0.29,0.29,0.29,sadness
14722,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14723,sadness,0.27,0.27,0.291,0.27,0.27,0.27,sadness
14724,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14725,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14726,anger,0,0,0,0,0,0,not found
14727,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14728,fear,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14729,love,0.265,0.265,0.284,0.265,0.265,0.265,sadness
14730,anger,0,0,0,0,0,0,not found
14731,joy,0,0,0,0,0,0,not found
14732,love,0.295,0.295,0.319,0.295,0.295,0.295,sadness
14733,sadness,0.37,0.37,0.402,0.37,0.37,0.37,sadness
14734,sadness,0.231,0.231,0.25,0.231,0.231,0.231,sadness
14735,fear,0,0,0,0,0,0,not found
14736,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14737,sadness,0.494,0.494,0.538,0.494,0.494,0.494,sadness
14738,anger,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14739,sadness,0.125,0.125,0.134,0.125,0.125,0.125,sadness
14740,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14741,fear,0.364,0.364,0.4,0.364,0.364,0.364,sadness
14742,anger,0.35,0.35,0.378,0.35,0.35,0.35,sadness
14743,anger,0.542,0.542,0.588,0.542,0.542,0.542,sadness
14744,joy,0.435,0.435,0.432,0.4,0.471,0.435,joy
14745,joy,0.305,0.305,0.331,0.305,0.305,0.305,sadness
14746,joy,0.342,0.362,0.346,0.321,0.342,0.342,love
14747,joy,0.265,0.265,0.284,0.265,0.265,0.265,sadness
14748,fear,0.242,0.242,0.258,0.242,0.242,0.242,sadness
14749,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14750,joy,0.41,0.41,0.44,0.41,0.41,0.41,sadness
14751,surprise,0.217,0.217,0.237,0.217,0.217,0.217,sadness
14752,anger,0.254,0.254,0.272,0.254,0.254,0.254,sadness
14753,joy,0.301,0.301,0.326,0.301,0.301,0.301,sadness
14754,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14755,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
14756,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14757,love,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14758,sadness,0,0,0,0,0,0,not found
14759,joy,0.113,0.113,0.119,0.113,0.113,0.113,sadness
14760,joy,0.278,0.278,0.3,0.278,0.278,0.278,sadness
14761,joy,0.27,0.27,0.293,0.27,0.27,0.27,sadness
14762,joy,0,0,0,0,0,0,not found
14763,joy,0.129,0.129,0.138,0.129,0.129,0.129,sadness
14764,surprise,0.182,0.182,0.196,0.182,0.182,0.182,sadness
14765,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14766,fear,0.44,0.44,0.48,0.44,0.44,0.44,sadness
14767,fear,0.387,0.387,0.42,0.387,0.387,0.387,sadness
14768,surprise,0,0,0,0,0,0,not found
14769,joy,0.188,0.188,0.203,0.188,0.188,0.188,sadness
14770,joy,0.242,0.242,0.26,0.242,0.242,0.242,sadness
14771,anger,0.304,0.304,0.329,0.304,0.304,0.304,sadness
14772,sadness,0.327,0.327,0.353,0.327,0.327,0.327,sadness
14773,joy,0.474,0.474,0.511,0.474,0.474,0.474,sadness
14774,sadness,0.161,0.161,0.172,0.161,0.161,0.161,sadness
14775,anger,0.294,0.294,0.317,0.294,0.294,0.294,sadness
14776,joy,0.283,0.283,0.305,0.283,0.283,0.283,sadness
14777,anger,0.283,0.283,0.305,0.283,0.283,0.283,sadness
14778,joy,0,0,0,0,0,0,not found
14779,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14780,love,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14781,anger,0.19,0.19,0.205,0.19,0.19,0.19,sadness
14782,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14783,sadness,0,0,0,0,0,0,not found
14784,joy,0.181,0.181,0.192,0.181,0.181,0.181,sadness
14785,fear,0.372,0.372,0.4,0.372,0.372,0.372,sadness
14786,joy,0.244,0.244,0.262,0.244,0.244,0.244,sadness
14787,joy,0.321,0.321,0.348,0.321,0.321,0.321,sadness
14788,sadness,0.714,0.714,0.769,0.714,0.714,0.714,sadness
14789,love,0.259,0.259,0.278,0.259,0.259,0.259,sadness
14790,sadness,0.133,0.133,0.143,0.133,0.133,0.133,sadness
14791,sadness,0.444,0.473,0.476,0.416,0.444,0.444,sadness
14792,joy,0.312,0.312,0.339,0.312,0.312,0.312,sadness
14793,joy,0.24,0.24,0.258,0.24,0.24,0.24,sadness
14794,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14795,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14796,joy,0.383,0.383,0.413,0.383,0.383,0.383,sadness
14797,joy,0.367,0.396,0.364,0.338,0.367,0.367,love
14798,fear,0.235,0.235,0.252,0.235,0.235,0.235,sadness
14799,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14800,sadness,0.508,0.508,0.555,0.508,0.508,0.508,sadness
14801,joy,0,0,0,0,0,0,not found
14802,sadness,0.29,0.29,0.313,0.29,0.29,0.29,sadness
14803,joy,0.326,0.326,0.355,0.326,0.326,0.326,sadness
14804,joy,0.261,0.261,0.28,0.261,0.261,0.261,sadness
14805,sadness,0.229,0.229,0.245,0.229,0.229,0.229,sadness
14806,sadness,0.654,0.633,0.684,0.613,0.633,0.633,sadness
14807,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14808,sadness,0.239,0.239,0.258,0.239,0.239,0.239,sadness
14809,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14810,joy,0.714,0.714,0.769,0.714,0.714,0.714,sadness
14811,anger,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14812,joy,0.154,0.154,0.167,0.154,0.154,0.154,sadness
14813,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14814,joy,0.284,0.284,0.306,0.284,0.284,0.284,sadness
14815,joy,0.201,0.201,0.215,0.201,0.201,0.201,sadness
14816,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14817,anger,0.363,0.363,0.391,0.363,0.363,0.363,sadness
14818,joy,0,0,0,0,0,0,not found
14819,joy,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14820,sadness,0.666,0.666,0.671,0.618,0.666,0.666,sadness
14821,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14822,sadness,0.468,0.468,0.506,0.468,0.468,0.468,sadness
14823,joy,0.242,0.242,0.261,0.242,0.242,0.242,sadness
14824,sadness,0.433,0.433,0.467,0.433,0.433,0.433,sadness
14825,anger,0.281,0.281,0.303,0.281,0.281,0.281,sadness
14826,fear,0.482,0.482,0.518,0.482,0.482,0.482,sadness
